id,user_id,title,release_dt,genre,vote,popularity,liked
163,1,పుష్పా 2 - The Rule,12/4/2024,18,7.137,159.185,0
163,1,పుష్పా 2 - The Rule,12/4/2024,53,7.137,159.185,0
163,1,పుష్పా 2 - The Rule,12/4/2024,80,7.137,159.185,0
164,1,1992,8/29/2024,80,6.9,131.026,0
164,1,1992,8/29/2024,53,6.9,131.026,0
164,1,1992,8/29/2024,28,6.9,131.026,0
165,1,Queer,11/27/2024,18,7.197,178.049,0
165,1,Queer,11/27/2024,10749,7.197,178.049,0
166,1,Come Play with Me,4/28/1977,35,4.9,146.071,0
167,1,John Wick: Chapter 4,3/22/2023,28,7.7,157.406,0
167,1,John Wick: Chapter 4,3/22/2023,53,7.7,157.406,0
167,1,John Wick: Chapter 4,3/22/2023,80,7.7,157.406,0
168,1,Tangled,11/24/2010,16,7.6,124.781,0
168,1,Tangled,11/24/2010,10751,7.6,124.781,0
168,1,Tangled,11/24/2010,12,7.6,124.781,0
169,1,من وراء الموج,12/7/2024,53,5.7,203.26,0
169,1,من وراء الموج,12/7/2024,9648,5.7,203.26,0
169,1,من وراء الموج,12/7/2024,18,5.7,203.26,0
169,1,من وراء الموج,12/7/2024,14,5.7,203.26,0
170,1,After,4/11/2019,10749,7.125,139.527,0
170,1,After,4/11/2019,18,7.125,139.527,0
171,1,The Matrix,3/31/1999,28,8.221,133.663,1
171,1,The Matrix,3/31/1999,878,8.221,133.663,1
172,1,Top Gun: Maverick,5/21/2022,28,8.2,183.215,0
172,1,Top Gun: Maverick,5/21/2022,18,8.2,183.215,0
173,1,Joker: Folie à Deux,10/1/2024,18,5.507,132.295,0
173,1,Joker: Folie à Deux,10/1/2024,80,5.507,132.295,0
173,1,Joker: Folie à Deux,10/1/2024,53,5.507,132.295,0
174,1,Furiosa: A Mad Max Saga,5/22/2024,28,7.5,159.418,0
174,1,Furiosa: A Mad Max Saga,5/22/2024,878,7.5,159.418,0
174,1,Furiosa: A Mad Max Saga,5/22/2024,12,7.5,159.418,0
175,1,Inside Out,6/17/2015,16,7.9,127.055,0
175,1,Inside Out,6/17/2015,10751,7.9,127.055,0
175,1,Inside Out,6/17/2015,12,7.9,127.055,0
175,1,Inside Out,6/17/2015,18,7.9,127.055,0
175,1,Inside Out,6/17/2015,35,7.9,127.055,0
176,1,Avatar: The Way of Water,12/14/2022,878,7.6,170.067,0
176,1,Avatar: The Way of Water,12/14/2022,12,7.6,170.067,0
176,1,Avatar: The Way of Water,12/14/2022,28,7.6,170.067,0
177,1,Coraline,2/5/2009,16,7.891,138.733,1
177,1,Coraline,2/5/2009,10751,7.891,138.733,1
177,1,Coraline,2/5/2009,14,7.891,138.733,1
178,1,GTMAX,11/19/2024,28,6.026,155.652,0
178,1,GTMAX,11/19/2024,80,6.026,155.652,0
178,1,GTMAX,11/19/2024,18,6.026,155.652,0
179,1,Transformers: Rise of the Beasts,6/6/2023,878,7.258,144.156,0
179,1,Transformers: Rise of the Beasts,6/6/2023,12,7.258,144.156,0
179,1,Transformers: Rise of the Beasts,6/6/2023,28,7.258,144.156,0
180,1,Harry Potter and the Prisoner of Azkaban,5/31/2004,12,8,132.596,0
180,1,Harry Potter and the Prisoner of Azkaban,5/31/2004,14,8,132.596,0
